Serial,id.tag,species,study.name,population,id,tag,start.date,end.date,mortality.date,start.lat,start.long,end.lat,end.long,start.country,end.country,deployment.duration,fate,age.at.deployment.months,sex,migrant,captive.raised,rehabilitated,how.fate.determined,cause.of.death,transmitter.make.model,transmitter.attachment.method,transmitter.mass.grams,comments,mean.GPS.dist.last10fixes,mean.GPS.fixrate.last10fixes,start.country.quant,end.country.quant,n.locs,origin,deployment.duration.months,age.at.fate.months,age.at.fate.simple,population.binned,fate.binned,fate.at.annual.stage
118,Orada_48500703778,Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Orada,48500703778,7/21/15,02-10-17,02-10-17 0:00,39.511333,46.398683,9.370999,40.442116,Armenia,Ethiopia,569.4944444,unknown,13,unknown,Y,N,N,unknown,NA,Ecotone Saker-M 19g Solar GSM,backpack,19,NA,0.086909171,1.000069444,Armenia,Ethiopia,571,N,18,31,adult,Middle East,unknown,non-breeding
119,Ossau_2018_Ad_wild_OR17996_PC0_17996,Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Ossau_2018_Ad_wild_OR17996_PC0,17996,4/21/18,9/22/19,9/25/19 0:00,43.06973267,-0.415683329,17.14729881,-10.93489647,France,Senegal,519.2981829,confirmed transmitter failure,54,M,Y,N,N,resighted / recaptured,NA,Ornitela OT-30-3GC,legloop,30,"Adult caught in Ossau (Castet) 21/04/2018. age unknown; tag failure in 25 sept 2019, resighted alive in Ossau in spring 2020.",2.328742716,2.066313657,France,Mauritania,412,N,17,71,adult,Western Europe,tx failure,non-breeding
120,Paschalis_130670,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Paschalis,130670,8/14/13,2/14/14,2/15/14 0:00,41.14533,26.18267,14.44867,10.169,Greece,Niger,199.4583333,confirmed dead,2,unknown,Y,N,N,transmitter recovered,hunting,Microwave satellite,backpack,45,Killed by Nigerian hunter on 27.2.2014; exported to be sold in Nigeria,0.201386142,1,Greece,Niger,175,N,6,8,juvenile,Balkans & Italy,dead,non-breeding
121,Poiares_48797733001,Neophron percnopterus,LIFE_Rupis_EgyptianVultures,western europe,Poiares,48797733001,06-01-17,11/18/17,04-05-18 7:00,40.8981,-6.9674,14.0555,-11.874966,Portugal,Portugal,169.7673611,likely transmitter failure,54,F,Y,N,Y,inferred from transmissions,NA,Ecotone SKUA H GRIFFON LF,backpack,35,Bird was found weak May29th_taken to rehab centre for 3 days treatment and released at Penedo do Durao on 3rd June. Data transmissions were erratic from winter 2017-18_two isolated GPS locations received from summer range after months of receiving no data. Bird never resighted since. Suspected transmitter failure. ,2.887945741,14.685625,Portugal,Mali,171,N,5,59,adult,Western Europe,tx failure,non-breeding
122,Polya_171356,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Polya,171356,5/16/18,05-07-20,05-08-20 0:00,41.59454,25.64137,37.31412888,30.38421822,Bulgaria,Turkey,898.1585648,confirmed dead,11,F,Y,Y,N,carcass found,Electrocuted,Ornitela,backpack,30,NA,1.407380158,1.000891204,Bulgaria,Turkey,723,Y,23,34,adult,Balkans & Italy,dead,spring migration
123,Pyrenees_2015_Imm_wild_EC48601087785_48601087785,Neophron percnopterus,Egyptian vulture Kobierzycki Pyrenees ID_PROG 457,western europe,Pyrenees_2015_Imm_wild_EC48601087785,48601087785,6/29/15,10/28/16,10/28/16 0:01,43.408666,-1.508783,15.982617,-15.830933,France,Senegal,487.0006944,likely dead,21,unknown,Y,N,Y,inferred from transmissions,NA,Ecotone Duck-4,legloop,24,"born wild, found weakened in Western Pyrenees in autumn 2014. kept in rehabilitation whole winter. released in Western Pyrenees in 29/06/2015. last position in Senegal: possible death or transmitter failure",0.546455328,1,France,Senegal,404,N,15,36,adult,Western Europe,dead,breeding
124,R0_16013,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R0,16013,04-05-16,9/30/16,10-01-16 4:05,32.55884,34.93922,29.51556206,33.27858734,Israel,Egypt,179.0618403,likely dead,10,unknown,Y,Y,N,inferred from transmissions,NA,Ornitela OT-30,legloop,30,NA,0.115793002,1.100329861,Israel,Egypt,178,Y,5,15,juvenile,Middle East,dead,fall migration
125,R1_16012,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R1,16012,04-05-16,05-03-18,05-04-18 6:40,32.55898,34.93922,14.23022842,24.59185982,Israel,Sudan,759.1668981,unknown,11,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,NA,0.907822826,1.196701389,Israel,Sudan,638,Y,24,35,adult,Middle East,unknown,non-breeding
126,R3_16011,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R3,16011,04-05-16,4/13/16,4/14/16 2:49,32.56094,34.93896,32.65054321,34.98467255,Israel,Israel,9.005555556,confirmed dead,10,unknown,Y,Y,N,transmitter recovered,Probably snake bite,Ornitela OT-30,legloop,30,NA,0.029587495,1.000617284,Israel,Israel,9,Y,0,10,juvenile,Middle East,dead,breeding
127,R4_16014,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,R4,16014,04-05-16,5/24/16,5/25/16 1:52,32.55525,34.93398,36.19831085,36.58387756,Israel,Turkey,49.96659722,unknown,10,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,NA,0.172754456,0.999125,Israel,Turkey,50,Y,1,11,juvenile,Middle East,unknown,breeding
128,Red Cliff_130673,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Red Cliff,130673,8/28/13,9/21/13,9/21/13 2:00,40.10867,20.08083,36.49417,22.364,Albania,NA,23.45833333,confirmed dead,2,unknown,Y,N,N,terminated over water,drowned,Microwave satellite,backpack,45,track ends in sea,0.876272453,1,Albania,NA,22,N,0,2,juvenile,Balkans & Italy,dead,fall migration
129,Regina_149506,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Regina,149506,8/27/16,09-08-16,09-08-16 2:00,43.64817,26.0595,36.2745,30.43483,Bulgaria,NA,11.91666667,likely dead,2,F,Y,Y,N,inferred from transmissions,drowned,Microwave satellite,backpack,45,Track ends in sea. Captive-bred from Vienna Zoo; originates from Turkish population,1.198748949,1,Bulgaria,NA,13,Y,0,2,juvenile,Balkans & Italy,dead,fall migration
130,Romana_171345,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Romana,171345,08-02-19,8/23/19,8/24/19 0:00,41.63573,25.85603,41.64749146,25.87500954,Bulgaria,Bulgaria,21.20766204,confirmed dead,2,F,Y,Y,N,carcass found,Collision with powerline,Ornitela,backpack,30,,0.001909662,1.53771412,Bulgaria,Bulgaria,15,Y,0,2,juvenile,Balkans & Italy,dead,breeding
131,Sanie_131249,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sanie,131249,08-01-13,10-03-16,10-03-16 1:00,41.6415,25.88183,13.04167,40.399,Bulgaria,Ethiopia,1158.958333,unknown,2,unknown,Y,N,N,unknown,unknown,Microwave satellite,backpack,45,Since 04.10 the transmitter sending signal from the same location,0.469944008,1,Bulgaria,Ethiopia,1149,N,38,40,adult,Balkans & Italy,unknown,breeding
132,Sarygush_117,Neophron percnopterus,Egyptian vultures Dagestan2,caucasus,Sarygush,117,7/23/17,9/16/17,9/17/17 0:00,42.98449,47.18051,38.61449,44.75547,Russia,Iraq,68.12152778,confirmed dead,1,unknown,Y,N,N,resighted / recaptured,Caught by poachers and sold in the market,NA,NA,NA,Tagged in the nest,1.164792727,0.998402778,Russia,Iran (Islamic Republic of),38,N,1,2,juvenile,Middle East,dead,fall migration
133,Serhat_10007,Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Serhat,10007,6/17/14,10/30/14,10/30/14 1:12,40.19459,43.63137,10.5359,40.455,Turkey,Ethiopia,134.3840278,unknown,54,unknown,Y,N,N,unknown,NA,Turkish home made,backpack,30,NA,0.233944036,0.919791667,Turkey,Ethiopia,124,N,4,58,adult,Middle East,unknown,non-breeding
134,Sharka_182256,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sharka,182256,5/15/19,5/16/19,5/18/19 0:00,41.59423,25.64156,41.59809494,25.6211338,Bulgaria,Bulgaria,0.999247685,confirmed dead,2,F,Y,Y,N,carcass found,Killed by a predator,Ornitela,backpack,30,,0.011521697,0.983831019,Bulgaria,Bulgaria,2,Y,0,2,juvenile,Balkans & Italy,dead,breeding
135,Sofia_171345,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Sofia,171345,5/22/20,06-10-20,06-12-20 0:00,41.59438,25.64136,42.02725601,26.63577843,Bulgaria,Bulgaria,18.90826389,confirmed dead,23,F,Y,Y,N,carcass found,Electrocuted,Ornitela,legloop,30,,0.081647097,0.999525463,Bulgaria,Bulgaria,20,Y,0,23,adult,Balkans & Italy,dead,breeding
136,Spartacus_61952,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Spartacus,61952,8/19/10,01-06-11,01-07-11 0:00,41.64117,25.88117,12.46517,16.29233,Bulgaria,Chad,148.0416667,confirmed dead,2,unknown,Y,N,N,carcass found,shot,Microwave satellite,backpack,45,NA,0.038273325,1,Bulgaria,Chad,132,N,4,6,juvenile,Balkans & Italy,dead,non-breeding
137,Svetlina_118152,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Svetlina,118152,8/17/12,5/30/14,5/31/14 0:00,41.62283,25.8975,14.71,39.88833,Bulgaria,Sudan,748.625,likely dead,2,unknown,Y,N,N,inferred from transmissions,unknown,Microwave satellite,backpack,45,The bird died on 09.06.2014 and since then the transmitter is sending signal from the same location,0.681046257,1,Bulgaria,Eritrea,652,N,21,23,adult,Balkans & Italy,dead,spring migration
138,Tlalim C48 Blue_171405,Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Tlalim C48 Blue,171405,3/18/19,04-05-20,04-06-20 0:00,30.8218708,34.83675003,30.8306179,34.92198944,Israel,Israel,383.625162,confirmed dead,54,unknown,Y,N,Y,transmitter recovered,poisoning,Ornitela OT-30,legloop,30,"Found (probably) posioned, treated for a week at the Is Israel Wildlife Hospital and released, then poisoned again the following year.",0.065209445,0.999158565,Israel,Israel,385,N,12,66,adult,Middle East,dead,breeding
139,Tobia_48500501945,Neophron percnopterus,Released Egyptian Vultures in Italy,italy,Tobia,48500501945,09-07-15,5/30/19,5/30/19 5:00,39.1062,16.8919,37.492649,14.568049,Italy,Mali,1464.165972,unknown,3,M,Y,Y,N,NA,NA,Ecotone Saker,backpack,35,NA,0.64467288,1.020833333,Italy,Italy,1349,Y,44,47,adult,Balkans & Italy,unknown,NA
140,Tuzluca_209,Neophron percnopterus,Egyptian vultures in the Middle East and East Africa,caucasus,Tuzluca,209,6/22/13,10-04-16,10-05-16 0:29,40.081,43.66704,21.3274,40.15558,Turkey,Saudi Arabia,1200.968542,likely transmitter failure,54,unknown,Y,N,N,inferred from transmissions,NA,Microwave 30g GSM,backpack,30,GSM transmitter went offline in area previosuly known to loose signal,1.811149488,1.001743056,Turkey,Saudi Arabia,1193,N,39,93,adult,Middle East,tx failure,fall migration
141,Uge 75658_75658,Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Uge 75658,75658,8/22/09,2/16/12,2/16/12 12:00,40.87283,-1.78433,15.41567,-4.51267,Spain,Mali,907.875,likely transmitter failure,3,F,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,NA,0.164976016,10.025,Spain,Mali,777,N,29,32,adult,Western Europe,tx failure,non-breeding
142,Volen_118148,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Volen,118148,8/16/12,9/28/14,9/28/14 4:00,43.18,27.43567,28.74617,31.9875,Bulgaria,Egypt,772.5,unknown,2,unknown,Y,N,N,unknown,NA,Microwave satellite,backpack,45,Last locations are from a roosting site in Egypt. No more locations after that. The bird might have died or the transmitter failed,2.219518674,1,Bulgaria,Egypt,772,N,25,27,adult,Balkans & Italy,unknown,fall migration
143,Wesal_182264,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,middle east,Wesal,182264,4/15/19,12-04-19,12-05-20 0:00,32.027298,35.862385,6.137265205,43.56490707,Jordan,Ethiopia,232.8148958,confirmed dead,54,,Y,N,Y,carcass found,poisoning,Ornitela,backpack,30,"confiscated by RSCN in Jordan, rehabilitated for >1 year",0.036844545,1.000180556,Jordan,Ethiopia,234,N,7,61,adult,Middle East,dead,non-breeding
144,White 06_119245,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,White 06,119245,3/13/13,8/29/15,8/30/15 0:00,32.75817,35.008,28.08683,33.976,Israel,Egypt,900.7916667,confirmed dead,13,unknown,Y,Y,N,transmitter recovered,NA,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,NA,0.611201922,1,Israel,Egypt,873,Y,29,42,adult,Middle East,dead,fall migration
145,X34 Blue_16126,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X34 Blue,16126,4/16/17,8/24/18,8/25/18 3:30,32.55899,34.93927,20.56361198,40.06382751,Israel,Saudi Arabia,495.9977431,unknown,22,unknown,Y,Y,N,unknown,NA,Ornitela OT-30,legloop,30,NA,1.55060335,1.000292824,Israel,Saudi Arabia,495,Y,16,38,adult,Middle East,unknown,fall migration
146,X86 Blue_180321,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,X86 Blue,180321,12/24/18,01-02-19,01-03-19 4:14,32.75218,35.01346,32.69992065,34.99729919,Israel,Israel,10.00262731,confirmed dead,8,unknown,Y,Y,N,transmitter recovered,Electrocuted,Ornitela OT-30,legloop,30,NA,0.032391408,1.000262731,Israel,Israel,10,Y,0,8,juvenile,Middle East,dead,breeding
147,Xeos-9FH_370,Neophron percnopterus,Neophron percnopterus. GREFA. Spain,western europe,Xeos-9FH,370,7/29/17,1/28/18,1/29/18 0:18,42.48844,-6.844,14.1019,-12.12526,Spain,Mali,183.4480208,unknown,2,M,Y,N,N,unknown,NA,Microwave GSM,backpack,45,NA,0.114606815,1.000888889,Spain,Mali,180,N,6,8,juvenile,Western Europe,unknown,non-breeding
148,Yellow 04_119246,Neophron percnopterus,Egyptian Vulture Reintroduction Israel,middle east,Yellow 04,119246,3/16/13,4/14/15,4/29/15 0:20,32.75233,35.00717,32.75233,35.01417,Israel,Israel,758.5833333,unknown,10,unknown,Y,Y,N,unknown,NA,"Microwave Telemetry, 30g Argos/GPS Solar PTTs",backpack,30,NA,0.046454992,1,Israel,Israel,645,Y,24,34,adult,Middle East,unknown,breeding
149,Zagal 80420_80420,Neophron percnopterus,Egyptian vulture EB Terra Natura UA Spain,western europe,Zagal 80420,80420,7/29/09,8/16/13,8/16/13 10:00,40.76933,-2.213,40.73983,-2.18417,Spain,Spain,1479.125,likely dead,54,M,Y,N,N,inferred from transmissions,NA,solar-powered GPS Microwave telemetry ,backpack,45,NA,0.098055608,8.516666667,Spain,Spain,1227,N,48,102,adult,Western Europe,dead,breeding
150,Zaror I24 Red_190607,Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I24 Red,190607,7/30/20,09-03-20,10/31/20 0:00,30.81640244,34.82646179,16.39495087,23.52013016,Israel,Egypt,35.07574074,likely transmitter failure,25,unknown,Y,N,N,inferred from transmissions,,Ornitela OT-30,legloop,30,NA,2.524425742,5.350658565,Israel,Chad,20,N,1,26,adult,Middle East,tx failure,non-breeding
151,Zaror I31 Red_200660,Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zaror I31 Red,200660,6/13/20,8/23/20,10/31/20 0:00,30.83181763,34.8185997,30.4516983,35.07501602,Israel,Egypt,70.47724537,unknown,12,unknown,Y,N,N,,,Ornitela OT-30,legloop,30,NA,0.287085904,1.000462963,Israel,Israel,72,N,2,14,juvenile,Middle East,unknown,fall migration
152,Zavitan I06 Red_190595,Neophron percnopterus,Egyptian Vulture wild-birds Israel,middle east,Zavitan I06 Red,190595,7/14/19,9/17/20,10/31/20 0:00,32.94150543,35.70128632,16.43318176,23.5325489,Israel,Chad,430.9109606,unknown,2,unknown,Y,N,N,NA,,Ornitela OT-30,legloop,30,NA,0.333371424,2.516576389,Syrian Arab Republic,Chad,403,N,14,16,juvenile,Middle East,unknown,NA
153,Zikmund_171349,Neophron percnopterus,Neophron percnopterus Bulgaria/Greece,balkans,Zikmund,171349,08-10-18,09-10-18,09-11-18 0:19,41.63609,25.85622,41.64566803,25.87895012,Bulgaria,Greece,30.88912037,confirmed dead,2,F,Y,Y,N,resighted / recaptured,human imprinting,Ornitela,backpack,30,would have died due to too strong affinity to humans,0.073480635,1.000715278,Bulgaria,Bulgaria,26,Y,1,3,juvenile,Balkans & Italy,dead,fall migration
